_id,Date,Mode,Category,Subcategory,Note,Amount,Income/Expense,Currency,userId
674e238a95f9be15a9c5cdeb,2018-08-27T10:52:30.000Z,Cash,Food,Biscuits,Khari packet,45,Expense,INR,12032024
674e238a95f9be15a9c5cdec,2018-08-27T10:52:09.000Z,Cash,Food,Milk,Half lit  milk,36,Expense,INR,12022024
674e238a95f9be15a9c5cded,2018-08-26T21:04:46.000Z,Saving Bank account 1,Interest,,interest paid,30,Income,INR,12032024
674e238a95f9be15a9c5cdee,2018-08-25T21:04:46.000Z,Cash,Apparel,Laundry,13 clothes ironing,91,Expense,INR,12032024
674e238a95f9be15a9c5cdef,2018-08-24T22:13:43.000Z,Credit Card,Food,Dinner,Home Food Delivery,1120,Expense,INR,12032024
674e238a95f9be15a9c5cdf0,2018-08-24T22:12:17.000Z,Saving Bank account 1,Other,,From Family,1000,Income,INR,12032024
674e238a95f9be15a9c5cdf1,2018-08-24T20:20:37.000Z,Cash,Food,Rajgira ladu,,20,Expense,INR,12022024
674e238a95f9be15a9c5cdf2,2018-08-24T20:17:09.000Z,Cash,Food,Milk,Half lit  milk,36,Expense,INR,12032024
674e238a95f9be15a9c5cdf3,2018-08-24T13:34:14.000Z,Cash,Festivals,Navratri,Ganpati+ navratri vargani,1000,Expense,INR,12032024
674e238a95f9be15a9c5cdf4,2018-08-23T21:29:52.000Z,Credit Card,Transportation,train,2 Place 2 to Place 3 : Sevagram express 3AC,1305.4,Expense,INR,12022024
674e238a95f9be15a9c5cdf5,2018-08-23T21:29:12.000Z,Credit Card,Transportation,train,2 Place 3 to Place 2 : Amritsar express 3AC,1205.4,Expense,INR,12022024
674e238a95f9be15a9c5cdf6,2018-08-23T19:55:33.000Z,Saving Bank account 1,Food,Lunch,Catering Service,60,Expense,INR,12032024
674e238a95f9be15a9c5cdf7,2018-08-22T22:31:36.000Z,Cash,Food,Milk,Half lit  milk,37,Expense,INR,12022024
674e238a95f9be15a9c5cdf8,2018-08-22T00:00:00.000Z,Saving Bank account 1,Life Insurance,,,11043,Transfer-Out,INR,12022024
674e238a95f9be15a9c5cdf9,2018-08-21T16:15:46.000Z,Cash,Food,Tea,cutting chai,12,Expense,INR,12032024
674e238a95f9be15a9c5cdfa,2018-08-21T16:15:20.000Z,Cash,Food,Milk,Half lit  milk,36,Expense,INR,12022024
674e238a95f9be15a9c5cdfb,2018-08-19T00:00:00.000Z,Saving Bank account 1,subscription,Netflix,1 month subscription,199,Expense,INR,12022024
674e238a95f9be15a9c5cdfc,2018-08-17T20:06:32.000Z,Saving Bank account 1,Food,curd,Dahi 2 packets,20,Expense,INR,12022024
674e238a95f9be15a9c5cdfd,2018-08-17T19:21:17.000Z,Cash,Food,Milk,Half lit  milk,36,Expense,INR,12022024
674e238a95f9be15a9c5cdfe,2018-08-17T12:40:28.000Z,Saving Bank account 1,Dividend earned on Shares,,Pidilite Stocks,22,Income,INR,12032024
674e238a95f9be15a9c5cdff,2018-08-16T19:08:01.000Z,Credit Card,subscription,Tata Sky,Permanent Residence - Tata Play recharge,157,Expense,INR,12032024
674e238a95f9be15a9c5ce00,2018-08-15T09:44:05.000Z,Cash,Food,Sweets,Warna Srikhand half kg,290,Expense,INR,12022024
674e238a95f9be15a9c5ce01,2018-08-15T09:11:44.000Z,Cash,Food,flour mill,M D sure 4kg atta,216,Expense,INR,12022024
674e238a95f9be15a9c5ce02,2018-08-14T10:59:46.000Z,Saving Bank account 1,Dividend earned on Shares,,ITC Stocks,124,Income,INR,12032024
674e238a95f9be15a9c5ce03,2018-08-14T10:04:52.000Z,Cash,Family,Pocket money,,30,Expense,INR,12032024
674e238a95f9be15a9c5ce04,2018-08-14T09:51:30.000Z,Cash,Food,snacks,Dahi,32,Expense,INR,12032024
674e238a95f9be15a9c5ce05,2018-08-14T09:50:12.000Z,Cash,Household,Kirana,Toothpaste Patanjali,160,Expense,INR,12032024
674e238a95f9be15a9c5ce06,2018-08-14T09:48:42.000Z,Cash,Apparel,Laundry,8 clothes ironing,56,Expense,INR,12022024
674e238a95f9be15a9c5ce07,2018-08-14T09:46:54.000Z,Cash,Food,Ice cream,Vanila family pack,115,Expense,INR,12032024
674e238a95f9be15a9c5ce08,2018-08-13T18:37:27.000Z,Cash,Household,Appliances,5 litres can Distilled water,100,Expense,INR,12032024
674e238a95f9be15a9c5ce09,2018-08-13T18:36:01.000Z,Cash,Household,home decor,Brass Puja plate and diva,220,Expense,INR,12022024
674e238a95f9be15a9c5ce0a,2018-08-13T18:35:18.000Z,Cash,Food,Grocery,Half kg Lahsoon,45,Expense,INR,12022024
674e238a95f9be15a9c5ce0b,2018-08-13T18:33:36.000Z,Cash,Household,Kirana,Supermart,594,Expense,INR,12032024
674e238a95f9be15a9c5ce0c,2018-08-13T10:04:36.000Z,Cash,Food,Ice cream,Vanila cup,10,Expense,INR,12032024
674e238a95f9be15a9c5ce0d,2018-08-13T10:04:23.000Z,Cash,Food,Ice cream,chocobar,20,Expense,INR,12032024
674e238a95f9be15a9c5ce0e,2018-08-13T00:00:00.000Z,Saving Bank account 1,Small Cap fund 2,,,5000,Transfer-Out,INR,12032024
674e238a95f9be15a9c5ce0f,2018-08-13T00:00:00.000Z,Saving Bank account 1,Small cap fund 1,,,5000,Transfer-Out,INR,12032024
674e238a95f9be15a9c5ce10,2018-08-11T00:00:00.000Z,Cash,Food,snacks,8 kachori,96,Expense,INR,12032024
674e238a95f9be15a9c5ce11,2018-08-10T00:00:00.000Z,Cash,Family,Pocket money,,35,Expense,INR,12022024
674e238a95f9be15a9c5ce12,2018-08-07T00:00:00.000Z,Saving Bank account 1,Equity Mutual Fund E,,,1000,Transfer-Out,INR,12032024
674e238a95f9be15a9c5ce13,2018-08-06T00:00:00.000Z,Cash,Beauty,grooming,hair cut,100,Expense,INR,12032024
674e238a95f9be15a9c5ce14,2018-08-05T00:00:00.000Z,Cash,Family,Pocket money,,100,Expense,INR,12032024
674e238a95f9be15a9c5ce15,2018-08-05T00:00:00.000Z,Cash,Food,Tea,cutting chai,10,Expense,INR,12032024
674e238a95f9be15a9c5ce16,2018-08-05T00:00:00.000Z,Credit Card,Health,Health,eyewear Glasses payment remaining,4300,Expense,INR,12022024
674e238a95f9be15a9c5ce17,2018-08-05T00:00:00.000Z,Credit Card,Apparel,Clothing,For Family,3410,Expense,INR,12032024
674e238a95f9be15a9c5ce18,2018-08-05T00:00:00.000Z,Cash,Transportation,Train,Place 0 to Place 4 return,20,Expense,INR,12022024
674e238a95f9be15a9c5ce19,2018-08-05T00:00:00.000Z,Cash,Transportation,auto,Current Residence to Place 0,15,Expense,INR,12032024
674e238a95f9be15a9c5ce1a,2018-08-05T00:00:00.000Z,Credit Card,Family,clothes,Bows,398,Expense,INR,12022024
674e238a95f9be15a9c5ce1b,2018-08-03T00:00:00.000Z,Saving Bank account 1,Other,,From Family,100,Income,INR,12032024
674e238a95f9be15a9c5ce1c,2018-08-03T00:00:00.000Z,Cash,Family,Pocket money,,2000,Expense,INR,12022024
674e238a95f9be15a9c5ce1d,2018-08-03T00:00:00.000Z,Saving Bank account 1,Dividend earned on Shares,,Redington Stocks,180,Income,INR,12032024
674e238a95f9be15a9c5ce1e,2018-08-02T00:00:00.000Z,Cash,Household,Kirana,Supermart,18,Expense,INR,12022024
674e238a95f9be15a9c5ce1f,2018-08-02T00:00:00.000Z,Cash,Food,flour mill,M D sure 4kg atta,216,Expense,INR,12032024
674e238a95f9be15a9c5ce20,2018-08-02T00:00:00.000Z,Cash,Health,Health,eyewear Glasses advance,1000,Expense,INR,12022024
674e238a95f9be15a9c5ce21,2018-08-01T00:00:00.000Z,Cash,Family,Pocket money,,40,Expense,INR,12022024
674e238a95f9be15a9c5ce22,2018-08-01T00:00:00.000Z,Saving Bank account 1,Public Provident Fund,,,12500,Transfer-Out,INR,12032024
674e238a95f9be15a9c5ce23,2018-08-01T00:00:00.000Z,Equity Mutual Fund B,Saving Bank account 1,,,2000,Transfer-Out,INR,12022024
674e238a95f9be15a9c5ce24,2018-07-31T21:52:08.000Z,Cash,Apparel,Laundry,13 clothes ironing,91,Expense,INR,12022024
674e238a95f9be15a9c5ce25,2018-07-31T18:01:20.000Z,Saving Bank account 1,Money transfer,Home,,30000,Expense,INR,12032024
674e238a95f9be15a9c5ce26,2018-07-31T13:45:08.000Z,Cash,maid,,July salary,2000,Expense,INR,12022024
674e238a95f9be15a9c5ce27,2018-07-31T13:44:15.000Z,Cash,Food,chocolate,10 melody,10,Expense,INR,12022024
674e238a95f9be15a9c5ce28,2018-07-31T09:05:17.000Z,Saving Bank account 1,Salary,,From workplace ,70255,Income,INR,12032024
674e238a95f9be15a9c5ce29,2018-07-30T18:44:23.000Z,Cash,Health,Medicine,Glucose D(50) + flora bc (40)+cyra 20(10),100,Expense,INR,12032024
674e238a95f9be15a9c5ce2a,2018-07-30T13:19:56.000Z,Cash,Health,Medicine,,132,Expense,INR,12032024
674e238a95f9be15a9c5ce2b,2018-07-30T13:19:36.000Z,Saving Bank account 1,Food,Lunch,Catering Service,212,Expense,INR,12022024
674e238a95f9be15a9c5ce2c,2018-07-30T11:49:11.000Z,Cash,Food,breakfast,1 plates poha,25,Expense,INR,12022024
674e238a95f9be15a9c5ce2d,2018-07-29T19:29:54.000Z,Saving Bank account 1,Food,Eating out,Paneer pizza,260,Expense,INR,12022024
674e238a95f9be15a9c5ce2e,2018-07-29T15:52:47.000Z,Cash,Transportation,auto,Decathlon Place A to Place A station,50,Expense,INR,12032024
674e238a95f9be15a9c5ce2f,2018-07-29T11:39:53.000Z,Cash,Transportation,auto,Current Residence to Place 0,15,Expense,INR,12022024
674e238a95f9be15a9c5ce30,2018-07-29T11:38:08.000Z,Saving Bank account 1,Transportation,Train,2 Place 0 to Place A returns,40,Expense,INR,12032024
674e238a95f9be15a9c5ce31,2018-07-29T10:12:59.000Z,Cash,Food,breakfast,Medu vada 3 plate,105,Expense,INR,12032024
674e238a95f9be15a9c5ce32,2018-07-28T23:42:57.000Z,Cash,Family,Pocket money,,200,Expense,INR,12032024
674e238a95f9be15a9c5ce33,2018-07-28T23:42:57.000Z,Debit Card,Culture,Movie,2 INOX ,481.36,Expense,INR,12022024
674e238a95f9be15a9c5ce34,2018-07-28T21:30:49.000Z,Cash,Food,vegetables,,195,Expense,INR,12022024
674e238a95f9be15a9c5ce35,2018-07-28T20:45:00.000Z,Credit Card,Household,Kirana,Supermart,3750,Expense,INR,12022024
674e238a95f9be15a9c5ce36,2018-07-27T18:39:39.000Z,Saving Bank account 1,Other,,Demat account charges,826,Expense,INR,12032024
674e238a95f9be15a9c5ce37,2018-07-26T23:06:09.000Z,Cash,Food,Biscuits,Toast packet,40,Expense,INR,12022024
674e238a95f9be15a9c5ce38,2018-07-26T13:44:31.000Z,Saving Bank account 1,Tax refund,,,6780,Income,INR,12032024
674e238a95f9be15a9c5ce39,2018-07-23T12:49:29.000Z,Credit Card,subscription,Tata Sky,Current Residence - Tata Play recharge,154,Expense,INR,12032024
674e238a95f9be15a9c5ce3a,2018-07-23T12:33:32.000Z,Cash,Food,breakfast,4 plates poha,100,Expense,INR,12022024
674e238a95f9be15a9c5ce3b,2018-07-21T19:02:36.000Z,Cash,Household,Kirana,Supermart,368,Expense,INR,12022024
674e238a95f9be15a9c5ce3c,2018-07-21T19:02:16.000Z,Cash,Food,fruits,Khajur pav kg,30,Expense,INR,12032024
674e238a95f9be15a9c5ce3d,2018-07-21T18:37:38.000Z,Saving Bank account 1,Food,snacks,2 Bhajipav + 2 vadapav,60,Expense,INR,12022024
674e238a95f9be15a9c5ce3e,2018-07-21T08:42:11.000Z,Cash,Food,Biscuits,Toast packet,45,Expense,INR,12032024
674e238a95f9be15a9c5ce3f,2018-07-20T19:59:46.000Z,Cash,Food,Ice cream,chocobar,20,Expense,INR,12022024
674e238a95f9be15a9c5ce40,2018-07-20T19:59:08.000Z,Cash,Food,Potato,potato 1kg,25,Expense,INR,12022024
674e238a95f9be15a9c5ce41,2018-07-20T19:58:46.000Z,Cash,Food,Onions,onion 1 kg,25,Expense,INR,12032024
674e238a95f9be15a9c5ce42,2018-07-20T13:06:14.000Z,Saving Bank account 1,Transportation,Taxi,Ola cab - eye institute to Current Residence CHS,155,Expense,INR,12022024
674e238a95f9be15a9c5ce43,2018-07-20T12:29:28.000Z,Cash,Health,Medicine,Cataract Medicine,87,Expense,INR,12022024
674e238a95f9be15a9c5ce44,2018-07-20T09:11:48.000Z,Credit Card,Health,Medicine,Cataract Medicine,1048,Expense,INR,12032024
674e238a95f9be15a9c5ce45,2018-07-19T20:25:13.000Z,Cash,Food,curd,Dahi 4 packets,40,Expense,INR,12022024
674e238a95f9be15a9c5ce46,2018-07-18T20:26:03.000Z,Cash,Food,flour mill,M D sure 4kg atta,216,Expense,INR,12032024
674e238a95f9be15a9c5ce47,2018-07-16T17:51:56.000Z,Cash,Apparel,Laundry,12 clothes ironing,84,Expense,INR,12032024
674e238a95f9be15a9c5ce48,2018-07-16T10:43:53.000Z,Credit Card,Household,Hardware,Sony WI-C100 earphones wireless,1190,Expense,INR,12032024
674e238a95f9be15a9c5ce49,2018-07-16T10:41:01.000Z,Cash,Food,snacks,7 kachori,84,Expense,INR,12032024
674e238a95f9be15a9c5ce4a,2018-07-15T19:12:57.000Z,Cash,Food,fruits,,30,Expense,INR,12032024
674e238a95f9be15a9c5ce4b,2018-07-15T18:01:59.000Z,Cash,Food,vegetables,,500,Expense,INR,12022024
674e238a95f9be15a9c5ce4c,2018-07-15T09:41:01.000Z,Cash,Food,snacks,4 kachori,48,Expense,INR,12022024
674e238a95f9be15a9c5ce4d,2018-07-14T18:10:13.000Z,Saving Bank account 1,Other,,CA  - income tax filing,2000,Expense,INR,12032024
674e238a95f9be15a9c5ce4e,2018-07-13T14:02:44.000Z,Saving Bank account 1,Transportation,Taxi,Ola cab - eye institute to Current Residence CHS,188,Expense,INR,12022024
674e238a95f9be15a9c5ce4f,2018-07-13T09:36:19.000Z,Credit Card,Health,Medicine,Cataract Medicine,1358,Expense,INR,12022024
674e238a95f9be15a9c5ce50,2018-07-13T00:00:00.000Z,Saving Bank account 1,Small Cap fund 2,,,5000,Transfer-Out,INR,12022024
674e238a95f9be15a9c5ce51,2018-07-13T00:00:00.000Z,Saving Bank account 1,Small cap fund 1,,,5000,Transfer-Out,INR,12032024
674e238a95f9be15a9c5ce52,2018-07-12T00:00:00.000Z,Cash,Food,Eggs,6 eggs,35,Expense,INR,12032024
674e238a95f9be15a9c5ce53,2018-07-11T00:00:00.000Z,Cash,Food,Bread,2 bread packets,57,Expense,INR,12032024
674e238a95f9be15a9c5ce54,2018-07-10T00:00:00.000Z,Saving Bank account 1,Dividend earned on Shares,,Tata Steel Stocks,180,Income,INR,12032024
674e238a95f9be15a9c5ce55,2018-07-09T00:00:00.000Z,Cash,Transportation,Petrol,3.4 Lit Petrol,360,Expense,INR,12022024
674e238a95f9be15a9c5ce56,2018-07-09T00:00:00.000Z,Cash,Food,Biscuits,Toast packet,20,Expense,INR,12032024
674e238a95f9be15a9c5ce57,2018-07-09T00:00:00.000Z,Cash,Food,Grocery,Shev bhaji sev pav kg,60,Expense,INR,12022024
674e238a95f9be15a9c5ce58,2018-07-08T00:00:00.000Z,Cash,Transportation,Taxi,Ola cab - eye institute to Current Residence CHS,185,Expense,INR,12022024
674e238a95f9be15a9c5ce59,2018-07-08T00:00:00.000Z,Saving Bank account 1,Food,Tea,3 cutting chai,30,Expense,INR,12032024
674e238a95f9be15a9c5ce5a,2018-07-08T00:00:00.000Z,Credit Card,Health,Medicine,eye drop,153,Expense,INR,12032024
674e238a95f9be15a9c5ce5b,2018-07-08T00:00:00.000Z,Cash,Health,Hospital,Hospital consultation,500,Expense,INR,12032024
674e238a95f9be15a9c5ce5c,2018-07-08T00:00:00.000Z,Cash,Transportation,Taxi,Ola cab - Current Residence CHS to eye institute,130,Expense,INR,12032024
674e238a95f9be15a9c5ce5d,2018-07-08T00:00:00.000Z,Saving Bank account 1,Transportation,Taxi,To and Fro Cab Fare Contribution,675,Expense,INR,12022024
674e238a95f9be15a9c5ce5e,2018-07-07T00:00:00.000Z,Cash,Transportation,Train,Place 4 to Place 0,10,Expense,INR,12032024
674e238a95f9be15a9c5ce5f,2018-07-07T00:00:00.000Z,Credit Card,Food,Lunch,At restaurant,2,Expense,INR,12022024
674e238a95f9be15a9c5ce60,2018-07-07T00:00:00.000Z,Saving Bank account 1,subscription,Mahanagar Gas,,196,Expense,INR,12022024
674e238a95f9be15a9c5ce61,2018-07-07T00:00:00.000Z,Saving Bank account 1,Equity Mutual Fund E,,,1000,Transfer-Out,INR,12032024
674e238a95f9be15a9c5ce62,2018-07-06T00:00:00.000Z,Cash,Food,Dinner,At restaurant,760,Expense,INR,12022024
674e238a95f9be15a9c5ce63,2018-07-06T00:00:00.000Z,Cash,Transportation,Taxi,Park Inn Goa,100,Expense,INR,12032024
674e238a95f9be15a9c5ce64,2018-07-05T00:00:00.000Z,Cash,Transportation,auto,Terminal 1 to Terminal 2,83,Expense,INR,12022024
674e238a95f9be15a9c5ce65,2018-07-05T00:00:00.000Z,Cash,Food,Tea,cutting chai,7,Expense,INR,12032024
674e238a95f9be15a9c5ce66,2018-07-05T00:00:00.000Z,Cash,Transportation,auto,Current Residence to Place 0,15,Expense,INR,12032024
674e238a95f9be15a9c5ce67,2018-07-05T00:00:00.000Z,Cash,Transportation,Train,Place 0 to Place P,20,Expense,INR,12032024
674e238a95f9be15a9c5ce68,2018-07-04T00:00:00.000Z,Cash,Health,Hospital,Doctor Fees,100,Expense,INR,12022024
674e238a95f9be15a9c5ce69,2018-07-04T00:00:00.000Z,Cash,Beauty,grooming,Shaving,50,Expense,INR,12032024
674e238a95f9be15a9c5ce6a,2018-07-04T00:00:00.000Z,Cash,Family,Pocket money,,350,Expense,INR,12022024
674e238a95f9be15a9c5ce6b,2018-07-04T00:00:00.000Z,Saving Bank account 1,Health,Lab Tests,2 Thyroid (1000) + cholesterol (220) + uric acid (220),1440,Expense,INR,12032024
674e238a95f9be15a9c5ce6c,2018-07-03T00:00:00.000Z,Cash,maid,,,500,Expense,INR,12022024
674e238a95f9be15a9c5ce6d,2018-07-03T00:00:00.000Z,Saving Bank account 1,Food,Milk,Half lit  milk,36,Expense,INR,12022024
674e238a95f9be15a9c5ce6e,2018-07-03T00:00:00.000Z,Credit Card,subscription,Tata Sky,Current Residence - Tata Play recharge,154,Expense,INR,12032024
674e238a95f9be15a9c5ce6f,2018-07-03T00:00:00.000Z,Saving Bank account 1,Dividend earned on Shares,,Infosys Stocks,52.5,Income,INR,12032024
674e238a95f9be15a9c5ce70,2018-07-03T00:00:00.000Z,Equity Mutual Fund B,Saving Bank account 1,,,2000,Transfer-Out,INR,12032024
674e238a95f9be15a9c5ce71,2018-07-02T00:00:00.000Z,Saving Bank account 1,Household,Kirana,Supermart,1595,Expense,INR,12022024
674e238a95f9be15a9c5ce72,2018-07-02T00:00:00.000Z,Cash,Transportation,auto,Place 1 bridge to Current Residence 2 seats,50,Expense,INR,12022024
674e238a95f9be15a9c5ce73,2018-07-02T00:00:00.000Z,Cash,Transportation,Bus,2 Place 6 Stand to MS,20,Expense,INR,12022024
674e238a95f9be15a9c5ce74,2018-07-02T00:00:00.000Z,Credit Card,Household,home decor,Face towels + shampoo,626,Expense,INR,12022024
674e238a95f9be15a9c5ce75,2018-07-02T00:00:00.000Z,Cash,Transportation,Bus,2 Place 1 to  mall,26,Expense,INR,12032024
674e238a95f9be15a9c5ce76,2018-07-02T00:00:00.000Z,Cash,Transportation,auto,Current Residence to Place 1 bus stop highway,40,Expense,INR,12032024
674e238a95f9be15a9c5ce77,2018-07-01T00:00:00.000Z,Debit Card,Culture,Movie,2 PVR ,461,Expense,INR,12032024
674e238a95f9be15a9c5ce78,2018-07-01T00:00:00.000Z,Credit Card,Transportation,Travels,2 Place 2 to Place 1 - Shree Sharma Travels,1890,Expense,INR,12022024
674e238a95f9be15a9c5ce79,2018-07-01T00:00:00.000Z,Saving Bank account 1,Food,snacks,Vadapav,15,Expense,INR,12032024
674e238a95f9be15a9c5ce7a,2018-07-01T00:00:00.000Z,Saving Bank account 1,Apparel,Clothing,undergarments pair of Jockey,430,Expense,INR,12022024
674e238a95f9be15a9c5ce7b,2018-07-01T00:00:00.000Z,Cash,Apparel,Laundry,clothes ironing,98,Expense,INR,12022024
674e238a95f9be15a9c5ce7c,2018-07-01T00:00:00.000Z,Saving Bank account 1,Food,Milk,milk 1lit ,72,Expense,INR,12032024
674e238a95f9be15a9c5ce7d,2018-07-01T00:00:00.000Z,Saving Bank account 1,Public Provident Fund,,,12500,Transfer-Out,INR,12032024
674e238a95f9be15a9c5ce7e,2018-07-01T00:00:00.000Z,Saving Bank account 1,Money transfer,Home,,10000,Expense,INR,12022024
674e238a95f9be15a9c5ce7f,2018-06-30T18:47:45.000Z,Saving Bank account 1,Household,Appliances,Aqugurad PRV,1200,Expense,INR,12022024
674e238a95f9be15a9c5ce80,2018-06-30T08:45:37.000Z,Saving Bank account 1,Dividend earned on Shares,,Asian paints Stocks,43,Income,INR,12032024
674e238a95f9be15a9c5ce81,2018-06-30T08:45:18.000Z,Saving Bank account 1,Interest,,interest paid,342,Income,INR,12032024
674e238a95f9be15a9c5ce82,2018-06-30T08:44:48.000Z,Saving Bank account 1,Salary,,From workplace ,65122,Income,INR,12032024
674e238a95f9be15a9c5ce83,2018-06-29T17:01:00.000Z,Saving Bank account 1,Dividend earned on Shares,,HUL Stocks,44,Income,INR,12022024
